userId,movieId,rating
tmdb_4,2014,8.0
tmdb_4,2018,10.0
tmdb_4,2020,8.0
tmdb_4,2021,8.0
tmdb_4,2034,8.0
tmdb_4,2046,10.0
tmdb_4,2054,6.0
tmdb_4,2064,10.0
tmdb_4,2078,10.0
tmdb_4,2080,10.0
tmdb_4,2085,10.0
tmdb_4,2086,10.0
tmdb_4,2087,10.0
tmdb_4,2091,10.0
tmdb_4,2094,8.0
tmdb_4,2100,10.0
tmdb_4,2102,10.0
tmdb_4,2105,8.0
tmdb_4,2109,10.0
tmdb_4,2110,6.0
tmdb_4,2114,10.0
tmdb_4,2115,10.0
tmdb_4,2124,8.0
tmdb_4,2140,10.0
tmdb_4,2141,8.0
tmdb_4,2143,8.0
tmdb_4,2144,10.0
tmdb_4,2161,10.0
tmdb_4,2193,6.0
tmdb_4,2263,6.0
tmdb_4,2268,10.0
tmdb_4,2289,10.0
tmdb_4,2348,8.0
tmdb_4,2371,8.0
tmdb_4,2454,10.0
tmdb_4,2616,2.0
tmdb_4,2640,10.0
tmdb_4,2699,8.0
tmdb_4,2734,8.0
tmdb_4,2770,2.0
tmdb_4,2788,10.0
tmdb_4,2791,10.0
tmdb_4,3016,6.0
tmdb_4,3034,10.0
tmdb_4,3040,10.0
tmdb_4,3060,10.0
tmdb_4,3101,8.0
tmdb_4,3104,8.0
tmdb_5,3,8.0
tmdb_5,104,8.0
tmdb_5,141,8.0
tmdb_5,150,8.0
tmdb_5,231,7.0
tmdb_5,277,9.0
tmdb_5,344,7.0
tmdb_5,364,8.0
tmdb_5,377,8.0
tmdb_5,440,8.0
tmdb_5,500,9.0
tmdb_5,586,8.0
tmdb_5,588,7.0
tmdb_5,595,8.0
tmdb_5,597,10.0
tmdb_5,788,7.0
tmdb_5,858,5.0
tmdb_5,903,7.0
tmdb_5,919,8.0
tmdb_5,1247,8.0
tmdb_5,1380,10.0
tmdb_5,1393,7.0
tmdb_5,1485,9.0
tmdb_5,1544,7.0
tmdb_5,1682,8.0
tmdb_5,1721,8.0
tmdb_5,1923,9.0
tmdb_5,1961,8.0
tmdb_5,1968,8.0
tmdb_5,1997,7.0
tmdb_5,2023,3.0
tmdb_5,2294,8.0
tmdb_5,2355,7.0
tmdb_5,2502,7.0
tmdb_5,2694,9.0
tmdb_5,2762,7.0
tmdb_5,2770,7.0
tmdb_5,3114,7.0
tmdb_5,3176,7.0
tmdb_5,4025,9.0
tmdb_5,4995,9.0
tmdb_5,5816,6.0
tmdb_5,5995,8.0
tmdb_5,6373,8.0
tmdb_5,8464,8.0
tmdb_5,30707,9.0
tmdb_5,30793,7.0
tmdb_5,33166,10.0
tmdb_5,41566,8.0
tmdb_5,48385,9.0
tmdb_6,111,8.0
tmdb_6,158,4.0
tmdb_6,173,4.0
tmdb_6,293,10.0
tmdb_6,596,8.0
tmdb_6,903,8.0
tmdb_6,1250,9.0
tmdb_6,1259,9.0
tmdb_6,1285,9.0
tmdb_6,1358,4.0
tmdb_6,1639,4.0
tmdb_6,1687,4.0
tmdb_6,1909,6.0
tmdb_6,2001,6.0
tmdb_6,2019,8.0
tmdb_6,2502,7.0
tmdb_6,2528,6.0
tmdb_6,2657,4.0
tmdb_6,2761,9.0
tmdb_6,3052,2.0
tmdb_6,3114,8.0
tmdb_6,4641,3.0
tmdb_6,4975,3.0
tmdb_6,7090,6.0
tmdb_6,8874,9.0
tmdb_7,21,6.0
tmdb_7,104,6.0
tmdb_7,110,10.0
tmdb_7,112,8.0
tmdb_7,141,8.0
tmdb_7,198,4.0
tmdb_7,207,6.0
tmdb_7,260,10.0
tmdb_7,272,6.0
tmdb_7,316,4.0
tmdb_7,318,10.0
tmdb_7,329,6.0
tmdb_7,345,6.0
tmdb_7,364,6.0
tmdb_7,377,6.0
tmdb_7,380,8.0
tmdb_7,480,8.0
tmdb_7,500,6.0
tmdb_7,534,8.0
tmdb_7,539,6.0
tmdb_7,541,8.0
tmdb_7,551,8.0
tmdb_7,588,8.0
tmdb_7,590,8.0
tmdb_7,592,6.0
tmdb_7,594,8.0
tmdb_7,595,6.0
tmdb_7,671,8.0
tmdb_7,708,6.0
tmdb_7,745,10.0
tmdb_7,780,6.0
tmdb_7,786,4.0
tmdb_7,924,8.0
tmdb_7,1073,6.0
tmdb_7,1125,6.0
tmdb_7,1278,6.0
tmdb_7,1371,6.0
tmdb_7,1372,6.0
tmdb_7,1373,4.0
tmdb_7,1374,8.0
tmdb_7,1375,6.0
tmdb_7,1376,6.0
tmdb_7,1394,6.0
tmdb_7,1405,10.0
tmdb_7,1408,2.0
tmdb_8,110,8.0
tmdb_8,260,7.0
tmdb_8,296,8.0
tmdb_8,318,10.0
tmdb_8,457,9.0
tmdb_8,524,4.0
tmdb_8,527,10.0
tmdb_8,543,10.0
tmdb_8,593,9.0
tmdb_8,628,8.0
tmdb_8,805,7.0
tmdb_8,858,10.0
tmdb_8,1259,8.0
tmdb_8,1265,6.0
tmdb_8,1358,1.0
tmdb_8,1387,8.0
tmdb_8,1393,6.0
tmdb_8,1552,6.0
tmdb_8,1961,10.0
tmdb_8,2028,8.0
tmdb_8,2100,6.0
tmdb_8,2302,9.0
tmdb_8,2324,8.0
tmdb_8,2502,10.0
tmdb_8,2762,9.0
tmdb_8,2770,5.0
tmdb_8,2791,9.0
tmdb_8,2841,6.0
tmdb_8,2959,8.0
tmdb_8,4011,9.0
tmdb_8,4034,9.0
tmdb_8,4226,10.0
tmdb_8,4886,7.0
tmdb_8,4896,7.0
tmdb_8,4973,8.0
tmdb_8,4993,7.0
tmdb_8,4995,7.0
tmdb_8,5064,10.0
tmdb_8,8873,8.0
tmdb_8,8874,6.0
tmdb_8,33166,9.0
tmdb_8,44004,6.0
tmdb_9,17,8.0
tmdb_9,26,6.0
tmdb_9,318,8.0
tmdb_9,497,8.0
tmdb_9,527,10.0
tmdb_9,534,10.0
tmdb_9,593,8.0
tmdb_9,608,10.0
tmdb_9,1059,10.0
tmdb_9,1358,8.0
tmdb_9,1411,6.0
tmdb_9,1541,4.0
tmdb_9,1584,8.0
tmdb_9,1680,8.0
tmdb_9,1682,10.0
tmdb_9,1721,6.0
tmdb_9,2028,8.0
tmdb_9,2125,8.0
tmdb_9,2140,8.0
tmdb_9,2268,6.0
tmdb_9,2291,8.0
tmdb_9,2294,4.0
tmdb_9,2302,8.0
tmdb_9,2501,8.0
tmdb_9,2539,4.0
tmdb_9,2762,8.0
tmdb_10,152,8.0
tmdb_10,318,8.0
tmdb_10,344,6.0
tmdb_10,345,8.0
tmdb_10,592,6.0
tmdb_10,1089,6.0
tmdb_10,1127,8.0
tmdb_10,1358,10.0
tmdb_10,1499,6.0
tmdb_10,1611,10.0
tmdb_10,1690,6.0
tmdb_10,1719,10.0
tmdb_10,1887,4.0
tmdb_10,1923,10.0
tmdb_10,2108,6.0
tmdb_10,2539,8.0
tmdb_10,2841,8.0
tmdb_10,2907,4.0
tmdb_10,2926,10.0
tmdb_10,3019,8.0
tmdb_11,70,2.0
tmdb_11,169,6.0
tmdb_11,296,10.0
tmdb_11,778,9.0
tmdb_11,923,10.0
tmdb_11,1408,10.0
tmdb_11,1918,6.0
tmdb_11,2042,7.0
tmdb_11,2762,6.0
tmdb_12,253,6.0
tmdb_12,608,4.0
tmdb_12,673,2.0
tmdb_12,1374,2.0
tmdb_12,1387,8.0
tmdb_12,1639,4.0
tmdb_12,1732,6.0
tmdb_12,2259,4.0
tmdb_12,2355,4.0
tmdb_12,2460,8.0
tmdb_12,2668,4.0
tmdb_12,2959,8.0
tmdb_12,3146,4.0
tmdb_12,3176,6.0
tmdb_12,3179,4.0
tmdb_12,3780,4.0
tmdb_12,3865,10.0
tmdb_13,110,8.0
tmdb_13,277,8.0
tmdb_13,296,7.0
tmdb_13,318,9.0
tmdb_13,480,6.0
tmdb_13,524,7.0
tmdb_13,527,8.0
tmdb_13,531,8.0
tmdb_13,587,6.0
tmdb_13,590,8.0
tmdb_13,914,8.0
tmdb_13,919,7.0
tmdb_13,1259,8.0
tmdb_13,1265,5.0
tmdb_13,1918,6.0
tmdb_13,1961,8.0
tmdb_13,2355,8.0
tmdb_13,2761,8.0
tmdb_13,2762,6.0
tmdb_13,3114,6.0
tmdb_13,3396,7.0
tmdb_13,4886,7.0
tmdb_13,4993,9.0
tmdb_13,58559,9.0
tmdb_14,594,2.0
tmdb_14,1721,6.0
tmdb_14,2038,6.0
tmdb_14,2355,4.0
tmdb_14,3114,8.0
tmdb_14,3175,10.0
tmdb_15,2,4.0
tmdb_15,5,9.0
tmdb_15,6,8.0
tmdb_15,11,5.0
tmdb_15,14,5.0
tmdb_15,16,7.0
tmdb_15,17,6.0
tmdb_15,19,2.0
tmdb_15,21,9.0
tmdb_15,22,5.0
tmdb_15,25,6.0
tmdb_15,62,4.0
tmdb_15,70,1.0
tmdb_15,82,10.0
tmdb_15,95,3.0
tmdb_15,101,8.0
tmdb_15,104,2.0
tmdb_15,107,4.0
tmdb_15,110,6.0
tmdb_15,111,10.0
tmdb_15,112,5.0
tmdb_15,123,8.0
tmdb_15,145,7.0
tmdb_15,149,10.0
tmdb_15,150,6.0
tmdb_15,153,2.0
tmdb_15,160,1.0
tmdb_15,161,6.0
tmdb_15,162,8.0
tmdb_15,163,4.0
tmdb_15,164,8.0
tmdb_15,165,6.0
tmdb_15,170,5.0
tmdb_15,172,2.0
tmdb_15,175,8.0
tmdb_15,176,8.0
tmdb_15,180,6.0
tmdb_15,185,4.0
tmdb_15,193,2.0
tmdb_15,196,4.0
tmdb_15,198,3.0
tmdb_15,214,4.0
tmdb_15,215,9.0
tmdb_15,216,2.0
tmdb_15,223,8.0
tmdb_15,225,2.0
tmdb_15,231,7.0
tmdb_15,232,8.0
tmdb_15,233,8.0
tmdb_15,235,8.0
tmdb_15,237,7.0
tmdb_15,246,10.0
tmdb_15,247,4.0
tmdb_15,252,4.0
tmdb_15,253,4.0
tmdb_15,260,10.0
tmdb_15,265,2.0
tmdb_15,288,4.0
tmdb_15,292,2.0
tmdb_15,293,10.0
tmdb_15,296,10.0
tmdb_15,300,8.0
tmdb_15,306,10.0
tmdb_15,307,8.0
tmdb_15,308,8.0
tmdb_15,316,6.0
tmdb_15,317,2.0
tmdb_15,318,4.0
tmdb_15,322,5.0
tmdb_15,329,3.0
tmdb_15,335,4.0
tmdb_15,339,5.0
tmdb_15,342,6.0
tmdb_15,344,4.0
tmdb_15,349,6.0
tmdb_15,364,8.0
tmdb_15,377,8.0
tmdb_15,380,8.0
tmdb_15,429,2.0
tmdb_15,431,8.0
tmdb_15,434,6.0
tmdb_15,435,2.0
tmdb_15,440,5.0
tmdb_15,441,8.0
tmdb_15,442,2.0
tmdb_15,454,6.0
tmdb_15,457,10.0
tmdb_15,466,5.0
tmdb_15,480,6.0
tmdb_15,481,6.0
tmdb_15,483,2.0
tmdb_15,494,8.0
tmdb_15,500,6.0
tmdb_15,508,3.0
tmdb_15,509,4.0
tmdb_15,524,5.0
tmdb_15,527,8.0
tmdb_15,535,6.0
tmdb_15,539,4.0
tmdb_15,540,3.0
tmdb_15,541,10.0
tmdb_15,543,6.0
tmdb_15,549,10.0
tmdb_15,551,4.0
tmdb_15,562,6.0
tmdb_15,574,6.0
tmdb_15,586,4.0
tmdb_15,587,2.0
tmdb_15,588,1.0
tmdb_15,590,6.0
tmdb_15,592,8.0
tmdb_15,593,10.0
tmdb_15,594,5.0
tmdb_15,597,5.0
tmdb_15,608,10.0
tmdb_15,628,5.0
tmdb_15,647,3.0
tmdb_15,648,8.0
tmdb_15,663,4.0
tmdb_15,665,6.0
tmdb_15,674,6.0
tmdb_15,680,4.0
tmdb_15,708,6.0
tmdb_15,745,6.0
tmdb_15,750,8.0
tmdb_15,762,4.0
tmdb_15,778,8.0
tmdb_15,780,5.0
tmdb_15,784,5.0
tmdb_15,786,1.0
tmdb_15,788,3.0
tmdb_15,799,6.0
tmdb_15,800,10.0
tmdb_15,802,2.0
tmdb_15,803,9.0
tmdb_15,804,7.0
tmdb_15,832,2.0
tmdb_15,836,4.0
tmdb_15,851,8.0
tmdb_15,858,10.0
tmdb_15,866,8.0
tmdb_15,899,10.0
tmdb_15,903,10.0
tmdb_15,909,8.0
tmdb_15,910,5.0
tmdb_15,911,8.0
tmdb_15,912,10.0
tmdb_15,913,8.0
tmdb_15,914,3.0
tmdb_15,916,2.0
tmdb_15,919,6.0
tmdb_15,920,7.0
tmdb_15,922,2.0
tmdb_15,923,10.0
tmdb_15,924,10.0
tmdb_15,926,6.0
tmdb_15,931,2.0
tmdb_15,953,6.0
tmdb_15,994,8.0
tmdb_15,1059,3.0
tmdb_15,1073,6.0
tmdb_15,1088,4.0
tmdb_15,1089,8.0
tmdb_15,1092,5.0
tmdb_15,1093,4.0
tmdb_15,1127,8.0
tmdb_15,1213,6.0
tmdb_15,1244,10.0
tmdb_15,1246,2.0
tmdb_15,1247,10.0
tmdb_15,1248,6.0
tmdb_15,1249,6.0
tmdb_15,1250,8.0
tmdb_15,1251,6.0
tmdb_15,1252,10.0
tmdb_15,1254,7.0
tmdb_15,1259,6.0
tmdb_15,1262,3.0
tmdb_15,1265,8.0
tmdb_15,1266,8.0
tmdb_15,1267,10.0
tmdb_15,1272,7.0
tmdb_15,1280,6.0
tmdb_15,1281,2.0
tmdb_15,1283,6.0
tmdb_15,1284,6.0
tmdb_15,1358,2.0
tmdb_15,1361,7.0
tmdb_15,1370,6.0
tmdb_15,1377,6.0
tmdb_15,1380,5.0
tmdb_15,1387,8.0
tmdb_15,1391,1.0
tmdb_15,1393,7.0
tmdb_15,1394,8.0
tmdb_15,1396,8.0
tmdb_15,1405,6.0
tmdb_15,1407,10.0
tmdb_15,1479,3.0
tmdb_15,1483,6.0
tmdb_15,1484,6.0
tmdb_15,1485,6.0
tmdb_15,1544,2.0
tmdb_15,1546,8.0
tmdb_15,1552,3.0
tmdb_15,1556,5.0
tmdb_15,1562,3.0
tmdb_15,1573,8.0
tmdb_15,1580,8.0
tmdb_15,1584,8.0
tmdb_15,1597,4.0
tmdb_15,1608,2.0
tmdb_15,1610,6.0
tmdb_15,1616,6.0
tmdb_15,1635,8.0
tmdb_15,1639,8.0
tmdb_15,1644,3.0
tmdb_15,1645,6.0
tmdb_15,1649,4.0
tmdb_15,1653,6.0
tmdb_15,1673,6.0
tmdb_15,1676,8.0
tmdb_15,1680,6.0
tmdb_15,1682,4.0
tmdb_15,1689,9.0
tmdb_15,1690,2.0
tmdb_15,1694,6.0
tmdb_15,1717,8.0
tmdb_15,1719,8.0
tmdb_15,1721,3.0
tmdb_15,1722,7.0
tmdb_15,1729,2.0
tmdb_15,1732,7.0
tmdb_15,1779,2.0
tmdb_15,1792,6.0
tmdb_15,1807,3.0
tmdb_15,1810,5.0
tmdb_15,1816,5.0
tmdb_15,1831,4.0
tmdb_15,1834,7.0
tmdb_15,1836,4.0
tmdb_15,1845,8.0
tmdb_15,1859,10.0
tmdb_15,1882,3.0
tmdb_15,1883,8.0
tmdb_15,1895,5.0
tmdb_15,1904,7.0
tmdb_15,1909,4.0
tmdb_15,1912,10.0
tmdb_15,1914,7.0
tmdb_15,1917,4.0
tmdb_15,1921,8.0
tmdb_15,1923,9.0
tmdb_15,1945,8.0
tmdb_15,1950,6.0
tmdb_15,1954,6.0
tmdb_15,1955,9.0
tmdb_15,1956,8.0
tmdb_15,1961,7.0
tmdb_15,1964,6.0
tmdb_15,1968,8.0
tmdb_15,1994,5.0
tmdb_15,1997,10.0
tmdb_15,2000,6.0
tmdb_15,2003,6.0
tmdb_15,2005,8.0
tmdb_15,2006,8.0
tmdb_15,2010,6.0
tmdb_15,2011,6.0
tmdb_15,2012,2.0
tmdb_15,2018,4.0
tmdb_15,2019,9.0
tmdb_15,2020,5.0
tmdb_15,2028,6.0
tmdb_15,2054,4.0
tmdb_15,2058,5.0
tmdb_15,2064,9.0
tmdb_15,2100,4.0
tmdb_15,2105,8.0
tmdb_15,2108,9.0
tmdb_15,2115,8.0
tmdb_15,2124,4.0
tmdb_15,2133,7.0
tmdb_15,2134,7.0
tmdb_15,2140,6.0
tmdb_15,2160,6.0
tmdb_15,2161,6.0
tmdb_15,2186,6.0
tmdb_15,2232,8.0
tmdb_15,2268,2.0
tmdb_15,2269,5.0
tmdb_15,2282,1.0
tmdb_15,2288,6.0
tmdb_15,2289,8.0
tmdb_15,2291,6.0
tmdb_15,2294,4.0
tmdb_15,2302,7.0
tmdb_15,2313,7.0
tmdb_15,2321,7.0
tmdb_15,2324,4.0
tmdb_15,2334,6.0
tmdb_15,2355,4.0
tmdb_15,2357,6.0
tmdb_15,2360,4.0
tmdb_15,2371,7.0
tmdb_15,2395,10.0
tmdb_15,2428,2.0
tmdb_15,2447,5.0
tmdb_15,2455,7.0
tmdb_15,2501,6.0
tmdb_15,2502,10.0
tmdb_15,2528,4.0
tmdb_15,2539,5.0
tmdb_15,2574,2.0
tmdb_15,2575,6.0
tmdb_15,2594,8.0
tmdb_15,2605,2.0
tmdb_15,2617,2.0
tmdb_15,2640,8.0
tmdb_15,2657,4.0
tmdb_15,2671,8.0
tmdb_15,2699,6.0
tmdb_15,2722,4.0
tmdb_15,2759,2.0
tmdb_15,2761,4.0
tmdb_15,2762,2.0
tmdb_15,2769,4.0
tmdb_15,2770,8.0
tmdb_15,2791,8.0
tmdb_15,2841,4.0
tmdb_15,2912,8.0
tmdb_15,2925,8.0
tmdb_15,2959,10.0
tmdb_15,2973,8.0
tmdb_15,2976,4.0
tmdb_15,2990,7.0
tmdb_15,2993,8.0
tmdb_15,3007,5.0
tmdb_15,3010,8.0
tmdb_15,3019,6.0
tmdb_15,3033,8.0
tmdb_15,3052,6.0
tmdb_15,3060,8.0
tmdb_15,3077,6.0
tmdb_15,3082,6.0
tmdb_15,3083,10.0
tmdb_15,3089,6.0
tmdb_15,3101,8.0
tmdb_15,3104,8.0
tmdb_15,3107,6.0
tmdb_15,3114,2.0
tmdb_15,3134,2.0
tmdb_15,3146,3.0
tmdb_15,3160,6.0
tmdb_15,3173,5.0
tmdb_15,3175,8.0
tmdb_15,3176,4.0
tmdb_15,3418,2.0
tmdb_15,3476,9.0
tmdb_15,3484,1.0
tmdb_15,3489,4.0
tmdb_15,3512,6.0
tmdb_15,3536,8.0
tmdb_15,3543,4.0
tmdb_15,3577,7.0
tmdb_15,3598,6.0
tmdb_15,3635,7.0
tmdb_15,3638,7.0
tmdb_15,3683,8.0
tmdb_15,3763,4.0
tmdb_15,3786,4.0
tmdb_15,3981,2.0
tmdb_15,3989,6.0
tmdb_15,4011,2.0
tmdb_15,4025,2.0
tmdb_15,4034,8.0
tmdb_15,4148,2.0
tmdb_15,4226,10.0
tmdb_15,4232,6.0
tmdb_15,4235,8.0
tmdb_15,4247,2.0
tmdb_15,4271,8.0
tmdb_15,4351,6.0
tmdb_15,4369,6.0
tmdb_15,4380,4.0
tmdb_15,4546,6.0
tmdb_15,4638,2.0
tmdb_15,4639,2.0
tmdb_15,4641,6.0
tmdb_15,4643,6.0
tmdb_15,4658,4.0
tmdb_15,4701,6.0
tmdb_15,4723,7.0
tmdb_15,4727,6.0
tmdb_15,4728,8.0
tmdb_15,4734,2.0
tmdb_15,4816,6.0
tmdb_15,4823,5.0
tmdb_15,4886,10.0
tmdb_15,4896,2.0
tmdb_15,4958,2.0
tmdb_15,4973,4.0
tmdb_15,4974,4.0
tmdb_15,4975,2.0
tmdb_15,4993,10.0
tmdb_15,4995,2.0
tmdb_15,5000,7.0
tmdb_15,5060,3.0
tmdb_15,5066,6.0
tmdb_15,5071,10.0
tmdb_15,5279,1.0
tmdb_15,5319,7.0
tmdb_15,5458,2.0
tmdb_15,5481,4.0
tmdb_15,5528,2.0
tmdb_15,5620,1.0
tmdb_15,5816,2.0
tmdb_15,5902,8.0
tmdb_15,5956,5.0
tmdb_15,5968,6.0
tmdb_15,5991,2.0
tmdb_15,5995,8.0
tmdb_15,6003,3.0
tmdb_15,6016,4.0
tmdb_15,6037,6.0
tmdb_15,6283,2.0
tmdb_15,6373,4.0
tmdb_15,6440,7.0
tmdb_15,6537,5.0
tmdb_15,6547,2.0
tmdb_15,6552,3.0
tmdb_15,6593,2.0
tmdb_15,6620,3.0
tmdb_15,6641,8.0
tmdb_15,6934,3.0
tmdb_15,6936,2.0
tmdb_15,6947,2.0
tmdb_15,6957,8.0
tmdb_15,6961,5.0
tmdb_15,6978,5.0
tmdb_15,7008,7.0
tmdb_15,7010,7.0
tmdb_15,7090,6.0
tmdb_15,7346,6.0
tmdb_15,7348,4.0
tmdb_15,7445,3.0
tmdb_15,7451,7.0
tmdb_15,7484,8.0
tmdb_15,8011,4.0
tmdb_15,8366,5.0
tmdb_15,8464,6.0
tmdb_15,8645,4.0
tmdb_15,8665,7.0
tmdb_15,8874,5.0
tmdb_15,8914,9.0
tmdb_15,8961,4.0
tmdb_15,8970,4.0
tmdb_15,8974,5.0
tmdb_15,8984,4.0
tmdb_15,26587,10.0
tmdb_15,26810,4.0
tmdb_15,27904,5.0
tmdb_15,30707,3.0
tmdb_15,31685,1.0
tmdb_15,31696,7.0
tmdb_15,33166,7.0
tmdb_15,34334,3.0
tmdb_15,40815,3.0
tmdb_15,42718,9.0
tmdb_15,44004,2.0
tmdb_15,44191,5.0
tmdb_15,45186,5.0
tmdb_15,45722,4.0
tmdb_15,46972,7.0
tmdb_15,46976,7.0
tmdb_15,48385,8.0
tmdb_15,51540,10.0
tmdb_15,54272,2.0
tmdb_15,58559,9.0
tmdb_15,63859,6.0
tmdb_15,65642,9.0
tmdb_15,67087,3.0
tmdb_15,69526,6.0
tmdb_15,70862,5.0
tmdb_15,71282,5.0
tmdb_15,74458,1.0
tmdb_15,83613,1.0
tmdb_15,84954,2.0
tmdb_15,86332,2.0
tmdb_15,89492,10.0
tmdb_15,122924,5.0
tmdb_15,140174,8.0
tmdb_16,318,8.0
tmdb_16,337,8.0
tmdb_16,527,8.0
tmdb_16,750,8.0
tmdb_16,1653,10.0
tmdb_16,1961,7.0
tmdb_16,2012,8.0
tmdb_16,2539,8.0
tmdb_16,4772,10.0
tmdb_16,4823,8.0
tmdb_16,4995,9.0
tmdb_16,6016,8.0
tmdb_16,7346,8.0
tmdb_17,6,9.0
tmdb_17,25,9.0
tmdb_17,111,10.0
tmdb_17,170,8.0
tmdb_17,172,7.0
tmdb_17,185,6.0
tmdb_17,194,8.0
tmdb_17,198,10.0
tmdb_17,223,5.0
tmdb_17,235,10.0
tmdb_17,247,4.0
tmdb_17,260,7.0
tmdb_17,288,4.0
tmdb_17,293,8.0
tmdb_17,296,10.0
tmdb_17,307,7.0
tmdb_17,318,10.0
tmdb_17,348,7.0
tmdb_17,377,1.0
tmdb_17,431,9.0
tmdb_17,480,1.0
tmdb_17,482,1.0
tmdb_17,492,10.0
tmdb_17,527,8.0
tmdb_17,541,10.0
tmdb_17,590,6.0
tmdb_17,593,9.0
tmdb_17,608,7.0
tmdb_17,680,9.0
tmdb_17,714,9.0
tmdb_17,778,9.0
tmdb_17,858,10.0
tmdb_17,866,9.0
tmdb_17,903,10.0
tmdb_17,910,7.0
tmdb_17,912,9.0
tmdb_17,913,10.0
tmdb_17,922,10.0
tmdb_17,923,9.0
tmdb_17,924,9.0
tmdb_17,928,9.0
tmdb_17,931,9.0
tmdb_17,942,7.0
tmdb_17,965,7.0
tmdb_17,1089,10.0
tmdb_17,1092,8.0
tmdb_17,1213,10.0
tmdb_17,1244,8.0
tmdb_17,1245,8.0
tmdb_17,1246,10.0
tmdb_17,1248,10.0
tmdb_17,1249,5.0
tmdb_17,1251,7.0
tmdb_17,1252,10.0
tmdb_17,1255,4.0
tmdb_17,1265,9.0
tmdb_17,1267,10.0
tmdb_17,1396,6.0
