movieId,title,overview,genres,keywords,annee,voteAverage,voteCount,posterPath,director
9087,The American President,"Widowed U.S. president Andrew Shepherd, one of the world's most powerful men, can have anything he wants -- and what he covets most is Sydney Ellen Wade, a Washington lobbyist. But Shepherd's attempts at courting her spark wild rumors and decimate his approval ratings.","Comedy, Drama, Romance","white house, usa president, new love, widower, wildlife conservation",1995,6.5,199.0,/lymPNGLZgPHuqM29rKMGV46ANij.jpg,Rob Reiner
12110,Dracula: Dead and Loving It,"When a lawyer shows up at the vampire's doorstep, he falls prey to his charms and joins him in his search for fresh blood. Enter Dr. van Helsing, who may be the only one able to vanquish the count.","Comedy, Horror","dracula, spoof",1995,5.7,210.0,/xve4cgfYItnOhtzLYoTwTVy5FGr.jpg,Mel Brooks
21032,Balto,"An outcast half-wolf risks his life to prevent a deadly epidemic from ravaging Nome, Alaska.","Family, Animation, Adventure","wolf, dog-sledding race, alaska, dog, goose, bear attack, dog sled, frozen lake",1995,7.1,423.0,/gV5PCAVCPNxlOLFM1bKk50EqLXO.jpg,Simon Wells
10858,Nixon,"An all-star cast powers this epic look at American President Richard M. Nixon, a man carrying the fate of the world on his shoulders while battling the self-destructive demands within. Spanning his troubled boyhood in California to the shocking Watergate scandal that would end his presidency.","History, Drama","usa president, presidential election, watergate scandal, biography, government, historical figure",1995,7.1,72.0,/cICkmCEiXRhvZmbuAlsA5D9B2rK.jpg,Oliver Stone
1408,Cutthroat Island,"Morgan Adams and her slave, William Shaw, are on a quest to recover the three portions of a treasure map. Unfortunately, the final portion is held by her murderous uncle, Dawg. Her crew is skeptical of her leadership abilities, so she must complete her quest before they mutiny against her. This is made yet more difficult by the efforts of the British crown to end her pirate raids.","Action, Adventure","exotic island, treasure, map, ship, scalp, pirate",1995,5.7,137.0,/odM9973kIv9hcjfHPp6g6BlyTIJ.jpg,Renny Harlin
524,Casino,The life of the gambling paradise – Las Vegas – and its dark mafia underbelly.,"Drama, Crime","poker, drug abuse, 1970s, overdose, illegal prostitution",1995,7.8,1343.0,/xo517ibXBDdYQY81j0WIG7BVcWq.jpg,Martin Scorsese
4584,Sense and Sensibility,"Rich Mr. Dashwood dies, leaving his second wife and her daughters poor by the rules of inheritance. Two daughters are the titular opposites.","Drama, Romance","bowling, based on novel, servant, country life, jane austen, inheritance, military officer, period drama, rainstorm, horse and carriage, decorum",1995,7.2,364.0,/lA9HTy84Bb6ZwNeyoZKobcMdpMc.jpg,Ang Lee
5,Four Rooms,It's Ted the Bellhop's first night on the job...and the hotel's very unusual guests are about to place him in some outrageous predicaments. It seems that this evening's room service is serving up one unbelievable happening after another.,"Crime, Comedy","hotel, new year's eve, witch, bet, hotel room, sperm, los angeles, hoodlum, woman director, episode film",1995,6.5,539.0,/eQs5hh9rxrk1m4xHsIz1w11Ngqb.jpg,Allison Anders
9273,Ace Ventura: When Nature Calls,"Summoned from an ashram in Tibet, Ace finds himself on a perilous journey into the jungles of Africa to find Shikaka, the missing sacred animal of the friendly Wachati tribe. He must accomplish this before the wedding of the Wachati's Princess to the prince of the warrior Wachootoos. If Ace fails, the result will be a vicious tribal war.","Crime, Comedy, Adventure","africa, indigenous, human animal relationship, bat",1995,6.1,1128.0,/wRlGnJhEzcxBjvWtvbjhDSU1cIY.jpg,Steve Oedekerk
11517,Money Train,"A vengeful New York transit cop decides to steal a trainload of subway fares; his foster brother, a fellow cop, tries to protect him.","Action, Comedy, Crime","brother brother relationship, subway, new york city, new york subway, train robbery",1995,5.4,224.0,/jSozzzVOR2kfXgTUuGnbgG2yRFi.jpg,Joseph Ruben
8012,Get Shorty,"Chili Palmer is a Miami mobster who gets sent by his boss, the psychopathic ""Bones"" Barboni, to collect a bad debt from Harry Zimm, a Hollywood producer who specializes in cheesy horror films. When Chili meets Harry's leading lady, the romantic sparks fly. After pitching his own life story as a movie idea, Chili learns that being a mobster and being a Hollywood producer really aren't all that different.","Comedy, Thriller, Crime","gambling, miami, based on novel, job, murder, travel, mafia, money, debt, mobster, business, hollywood, gangster, crime, violence, drug, producer, con",1995,6.4,305.0,/vWtDUUgQAsVyvRW4mE75LBgVm2e.jpg,Barry Sonnenfeld
1710,Copycat,An agoraphobic psychologist and a female detective must work together to take down a serial killer who copies serial killers from the past.,"Drama, Thriller","police brutality, psychology, police operation, police protection, serial killer, psychologist, cowardliness",1995,6.5,199.0,/80czeJGSoik22fhtUM9WzyjUU4r.jpg,Jon Amiel
9691,Assassins,"Assassin Robert Rath arrives at a funeral to kill a prominent mobster, only to witness a rival hired gun complete the job for him -- with grisly results. Horrified by the murder of innocent bystanders, Rath decides to take one last job and then return to civilian life. But finding his way out of the world of contract killing grows ever more dangerous as Rath falls for his female target and becomes a marked man himself.","Action, Adventure, Crime, Thriller","competition, assassination, cia, bank, cat, mexican standoff, seattle, hitman, mission of murder, hidden camera, rivalry, rescue, shootout, police chase, sniper rifle, silencer, double cross, caribbean, detroit michigan",1995,6.0,394.0,/xAx5MP7Dg4y85pyS7atX6eWk4Qd.jpg,Richard Donner
12665,Powder,"Harassed by classmates who won't accept his shocking appearance, a shy young man known as ""Powder"" struggles to fit in. But the cruel taunts stop when Powder displays a mysterious power that allows him to do incredible things. This phenomenon changes the lives of all those around him in ways they never could have imagined.","Drama, Fantasy, Science Fiction, Thriller","dead animal, shot to death, teenage boy, held at gunpoint, teacher student relationship, albino, fainting, jacobs ladder, christ allegory, psionic power, healing power, looking pale, flickering light, extrasensory perception",1995,6.3,143.0,/1uRKsxOCtgz0xVqs9l4hYtp4dFm.jpg,Victor Salva
451,Leaving Las Vegas,"Ben Sanderson, an alcoholic Hollywood screenwriter who lost everything because of his drinking, arrives in Las Vegas to drink himself to death. There, he meets and forms an uneasy friendship and non-interference pact with prostitute Sera.","Drama, Romance","individual, prostitute, alcohol, casino, love at first sight, lovesickness, film producer, screenwriter, hotel room, dying and death, rage and hate, unsociability, alcoholism, los angeles, alcohol abuse, attempted suicide",1995,7.1,365.0,/37qHRJxnSh5YkuaN9FgfNnMl3Tj.jpg,Mike Figgis
16420,Othello,The evil Iago pretends to be friend of Othello in order to manipulate him to serve his own end in the film version of this Shakespeare classic.,Drama,"shakespeare, jealousy, friends, moor",1995,7.0,33.0,/qM0BXEQjmnAzlkDZ0tYmV6twqMX.jpg,Oliver Parker
9263,Now and Then,"Waxing nostalgic about the bittersweet passage from childhood to puberty in this tender coming-of-age tale, four childhood girlfriends -- Teeny, Chrissy, Samantha and Roberta -- recall the magical summer of 1970. During their walk down memory lane, they reconcile experiences with boys, secrets, bullies and more.","Comedy, Drama, Family","1970s, female friendship, coming of age, gynecologist, photocopier, truth or dare, woman director",1995,6.6,91.0,/wD6rLdD2Ix3u9YLgE3Do8GyCHoz.jpg,Lesli Linka Glatter
17015,Persuasion,"This film adaptation of Jane Austen's last novel follows Anne Elliot, the daughter of a financially troubled aristocratic family, who is persuaded to break her engagement to Frederick Wentworth, a young sea captain of meager means. Years later, money troubles force Anne's father to rent out the family estate to Admiral Croft, and Anne is again thrown into company with Frederick -- who is now rich, successful and perhaps still in love with Anne.","Drama, Romance","captain, napoleonic wars, old flame, admiral",1995,7.4,36.0,/si8911IezMvAnQFDvyg1nKzDlD.jpg,Roger Michell
902,The City of Lost Children,"A scientist in a surrealist society kidnaps children to steal their dreams, hoping that they slow his aging process.","Fantasy, Science Fiction, Adventure","clone, dream, island, eye, dystopia, aging, friendship, rescue, children, girl, childhood",1995,7.6,308.0,/eVo6ewq4akfyJYy3GXkMsLNzEJc.jpg,Jean-Pierre Jeunet
37557,Shanghai Triad,A provincial boy related to a Shanghai crime family is recruited by his uncle into cosmopolitan Shanghai in the 1930s to be a servant to a ganglord's mistress.,"Drama, Crime","servant, cabaret, shanghai, diva, uncle, mistress, umbrella",1995,6.5,17.0,/qcoOCoN7viOhboGwhYXyApdDuiq.jpg,Zhang Yimou
9909,Dangerous Minds,"Former Marine Louanne Johnson lands a gig teaching in a pilot program for bright but underachieving teens at a notorious inner-city high school. After having a terrible first day, she decides she must throw decorum to the wind. When Johnson returns to the classroom, she does so armed with a no-nonsense attitude informed by her military training and a fearless determination to better the lives of her students -- no matter what the cost.","Drama, Crime","rap music, karate, high school, naval officer, teacher, amusement park",1995,6.4,249.0,/y5Jee3QmYOlpqfaPPbfvtdVc5wj.jpg,John N. Smith
63,Twelve Monkeys,"In the year 2035, convict James Cole reluctantly volunteers to be sent back in time to discover the origin of a deadly virus that wiped out nearly all of the earth's population and forced the survivors into underground communities. But when Cole is mistakenly sent to 1990 instead of 1996, he's arrested and locked up in a mental hospital. There he meets psychiatrist Dr. Kathryn Railly, and patient Jeffrey Goines, the son of a famous virus expert, who may hold the key to the mysterious rogue group, the Army of the 12 Monkeys, thought to be responsible for unleashing the killer disease.","Science Fiction, Thriller, Mystery","schizophrenia, philadelphia, cassandra syndrom, stockholm syndrome, time travel, post-apocalyptic, dystopia, lethal virus, monkey, subterranean",1995,7.4,2470.0,/6Sj9wDu3YugthXsU0Vry5XFAZGg.jpg,Terry Gilliam
9598,Babe,"Babe is a little pig who doesn't quite know his place in the world. With a bunch of odd friends, like Ferdinand the duck who thinks he is a rooster and Fly the dog he calls mom, Babe realizes that he has the makings to become the greatest sheep pig of all time, and Farmer Hogget knows it. With the help of the sheep dogs Babe learns that a pig can be anything that he wants to be.","Fantasy, Drama, Comedy, Family","sheep, pig, affection, piglet, heroism, talking animal, separation, german shepherd, grandson, talking pig",1995,6.0,756.0,/gN6X3fwPya8pLffk9OEWV3DqBnE.jpg,Chris Noonan
47018,Carrington,"The story of the relationship between painter Dora Carrington and author Lytton Strachey in a World War One England of cottages and countryside. Although platonic due to Strachey's homosexuality, the relationship was nevertheless a deep and complicated one. When Carrington did develop a more physical relationship with soldier Ralph Partridge, Strachey was able to welcome him as a friend, although Partridge remained somewhat uneasy, not so much with Strachey's lifestyle and sexual orientation as with the fact that he was a conscientious objector.","History, Drama, Romance","england, painter, conscientious objector, independent film, soldier",1995,6.4,16.0,/a7w6rPdTBgWAx6lnhwHemPx9pEw.jpg,Christopher Hampton
687,Dead Man Walking,A justice drama based on a true story about a man on death row who in his last days forms a strong relationship with a nun who teaches him forgiveness and gives him spirituality as she accompanies him to his execution. Susan Sarandon won an Oscar for best female actress for her convincing portrayal of Sister Helen Prejean.,Drama,"prison, rape, socially deprived family, penalty, death penalty, despair, death row, begnadigung, therapist, self-discovery, prison cell, court case, death sentence, doomed man, sentence, lethal injection, forgiveness, charity, mercy petition, rage and hate, unsociability, right and justice, court, electric chair, cowardliness",1995,7.3,350.0,/y19uRkAHXOHLeySuBVMqnvVnsrA.jpg,Tim Robbins
33689,It Takes Two,"Identical 9-year-olds from very different backgrounds: orphaned Amanda and wealthy Alyssa meet at summer camp and decide to switch places -- and play matchmaker between Alyssa's dad, Roger, and the kind social worker who cares for Amanda.","Comedy, Family, Romance","orphan, identical twin",1995,6.1,149.0,/l67WJL3Mjce1yoEgL4HheR5v75D.jpg,Andy Tennant
9603,Clueless,"Shallow, rich and socially successful Cher is at the top of her Beverly Hills high school's pecking scale. Seeing herself as a matchmaker, Cher first coaxes two teachers into dating each other. Emboldened by her success, she decides to give hopelessly klutzy new student Tai a makeover. When Tai becomes more popular than she is, Cher realizes that her disapproving ex-stepbrother was right about how misguided she was -- and falls for him.","Comedy, Drama, Romance","puberty, high school, make a match, spoiled child, gay interest, conflict, woman director",1995,6.9,828.0,/i8gEHh2sszB6YWLC0jl559sxAeN.jpg,Amy Heckerling
34615,"Cry, the Beloved Country",A South-African preacher goes to search for his wayward son who has committed a crime in the big city.,Drama,south africa,1995,6.7,13.0,/ymA7HQqRiyo1xrnFFv1ZrwNpwlb.jpg,Darrell James Roodt
31174,Richard III,Shakespeare's Play transplanted into a 1930s setting.,"Drama, War","england, shakespeare, kidnapping, murder, king",1995,6.9,50.0,/e8nuS9GQoSFaqld4hW5erk2ccag.jpg,Richard Loncraine
11443,Dead Presidents,"Depicts a heist of old bills, retired from circulation and destined by the government to be ""money to burn"". However, more broadly, it addresses the issues of Black Americans' involvement in the Vietnam War and their subsequent disillusionment with progress in social issues and civil rights back home in the United States, during the 1960s.","Action, Crime, Drama, History","money, loss of virginity, hiding in a dumpster, mercy killing, armored truck, crushed by a car",1995,6.6,80.0,/2dLyvXVvJXUR9otoqERkYpao1bB.jpg,Albert Hughes
35196,Restoration,"An aspiring young physician, Robert Merivel found himself in the service of King Charles II and saves the life of someone close to the King. Merivel joins the King's court and lives the high life provided to someone of his position. Merivel is ordered to marry his King's mistress in order to divert the queens suspicions. He is given one order by the king and that is not to fall in love. The situation worsens when Merivel finds himself in love with his new wife. Eventually, the King finds out and relieves Merivel of his position and wealth. His fall from grace leaves Merivel where he first started. And through his travels and reunions with an old friend, he rediscovers his love for true medicine and what it really means to be a physician.","Drama, Romance","jealousy, medicine, fountain, court, wealth, spaniel, gloves",1995,6.3,30.0,/aqQdEQ1ZVdzrREJxCoPzTlLgHVw.jpg,Michael Hoffman
9312,Mortal Kombat,"For nine generations an evil sorcerer has been victorious in hand-to-hand battle against his mortal enemies. If he wins a tenth Mortal Kombat tournament, desolation and evil will reign over the multiverse forever. To save Earth, three warriors must overcome seemingly insurmountable odds, their own inner demons, and superhuman foes in this action/adventure movie based on one of the most popular video games of all time.","Action, Fantasy","martial arts, monster, island, gore, sorcerer, tournament, violence, based on video game, hand to hand combat",1995,5.4,452.0,/bdXWixjWVA7Y03PvW74xufrROiJ.jpg,Paul W.S. Anderson
577,To Die For,"Susan wants to work in television and will therefore do anything it takes, even if it means killing her husband. A very dark comedy from independent director Gus Van Sant with a brilliant Nicole Kidman in the leading role.","Fantasy, Drama, Comedy, Thriller","adultery, winter, obsession, television, new hampshire, narcissistic personality disorder",1995,6.7,177.0,/zCREx8trzejNieDLUsRuwLU0cS3.jpg,Gus Van Sant
11861,How To Make An American Quilt,"Soon-to-be-wed graduate student Finn Dodd develops cold feet when she suspects her fiancé is cheating on her. In order to clear her head, Finn visits her grandmother, Hy, and great aunt, Glady Joe Cleary, in Grasse, Calif. There, Finn learns that Hy and Glady Joe are members of a group of passionate quilters, and over the course of her visit she is regaled with tales of love and life by women who have collected rich experiences and much wisdom.","Drama, Romance","wedding vows, marriage proposal, married couple, monogamy, advice, marriage, quilt, love, family holiday, extramarital affair, grandmother, woman director",1995,6.5,38.0,/wnWAZHbjX5Wj6hyb0gGmFdMADZk.jpg,Jocelyn Moorhouse
807,Se7en,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","Crime, Mystery, Thriller","self-fulfilling prophecy, detective, s.w.a.t., drug dealer, evisceration, lust and impulsiveness, rage and hate, pride and vanity, immoderateness, insomnia, investigation, pension, police, serial killer",1995,8.1,5915.0,/8zw8IL4zEPjkh8Aysdcd0FwGMb0.jpg,David Fincher
10530,Pocahontas,"History comes gloriously to life in Disney's epic animated tale about love and adventure in the New World. Pocahontas is a Native American woman whose father has arranged for her to marry her village's best warrior. But a vision tells her change is coming, and soon she comes face to face with it in the form of Capt. John Smith.","Adventure, Animation, Drama, Family","culture clash, settler, forbidden love, colony, musical, gold rush, princess, romance, native american, animation, virginia, star crossed lovers, reference to pizarro, jamestown virginia, pug dog, cross cultural relationship, musket, animate tree, indian chief, based on myths or folklore, 17th century, shamanism, songs, indians vs. settlers, animal sidekick, powhatan, land claim",1995,6.7,1509.0,/qk95miOV8wDABbO5gyCpCrvbVFu.jpg,Mike Gabriel
8391,When Night Is Falling,"A prudish woman, working on tenure as a literacy professor at a large urban university, finds herself strangely attracted to a free-spirited, liberal woman whom works at a local carnival which comes to town.","Drama, Romance","professor, lgbt, woman director",1995,5.9,10.0,/wnUuYc9XnWrTTAGz8YjjULA3Zmr.jpg,Patricia Rozema
629,The Usual Suspects,"Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.","Drama, Crime, Thriller","law, relatives, theft, criminal, criminal mastermind, hungarian, sibling",1995,8.1,3334.0,/jgJoRWltoS17nD5MAQ1yK2Ztefw.jpg,Bryan Singer
11448,Mighty Aphrodite,"When Lenny and his wife, Amanda, adopt a baby, Lenny realizes that his son is a genius and becomes obsessed with finding the boy's biological mother in hopes that she will be brilliant too. But when he learns that Max's mother is Linda Ash, a kindhearted prostitute and porn star, Lenny is determined to reform her immoral lifestyle. A Greek chorus chimes in to relate the plot to Greek mythology in this quirky comedy.","Comedy, Romance","prostitute, adoption, adoptive father, childlessness, looking for  birth parents, adoptive mother, independent film, illegal prostitution, child",1995,6.7,145.0,/2NcPyb9vPehZ0aOjYayDAW1XeVy.jpg,Woody Allen
49133,Lamerica,"Fiore, an Italian conman, arrives in post Communist Albania with Gino, his young apprentice, to set up a shoe factory that will never open. The con requires a native Albanian, so they designate Spiro, an impoverished and confused former political prisoner as chairman of the board. When Fiore returns to Italy to get government funds for the project, Spiro unexpectedly disappears and Gino sets out on a journey to find him. The search leads him to discover Spiro's tragic personal history and witness Albanian poverty firsthand.","Drama, Foreign",independent film,1994,7.7,11.0,/407nYlg60AOj95lqDZ4tvUTTm1k.jpg,Gianni Amelio
26441,The Big Green,"In a depressed Texas town, British foreign exchange teacher Anna attempts to inject some life into her hopeless kids by introducing them to soccer. They're terrible at first, but Anna and her football-hero assistant whip them into shape. As they work overtime, the pair help kids build their self-esteem and also get involved in solving family squabbles.","Action, Adventure, Comedy, Family","sport, kids and family, soccer, woman director",1995,5.2,41.0,/erWfSEcjO4LG69Tlm2mED5JMSqH.jpg,Holly Goldberg Sloan
97406,Georgia,"Sadie looks up to her older sister Georgia, a successful folk singer who's happily married with children, but can't break out of the bar-band circuit and hit the big time she desperately covets. It's in part due to her attraction to drugs and booze, and also to her own unwise choice in men. Finally, though, Sadie's Achilles heel is a rough, unlovely voice very different than her sister's crowd-pleasing singing.",Drama,"alcohol, artist, music, drug, band",1995,6.1,15.0,/5OTTRuKfiso75xofN8Vl5mRXOQP.jpg,Ulu Grosbard
9089,Home for the Holidays,"After losing her job, making out with her soon to be ex-boss, and finding out that her daughter plans to spend Thanksgiving with her boyfriend, Claudia Larson has to face spending the holiday with her family. She wonders if she can survive their crazy antics.","Comedy, Drama, Romance","baltimore, thanksgiving, family clan, family conflict, generations conflict, woman director",1995,6.3,39.0,/97EKLaslQ4gzkvALtqGCDOmsGHk.jpg,Jodie Foster
11010,The Postman,Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,"Comedy, Drama, Romance","island, letter, postman, fisherman, poet",1994,7.6,181.0,/qkq2JfINRQi4Iu9VTMMtQFfmGWZ.jpg,Michael Radford
11359,The Indian in the Cupboard,A nine-year-old boy gets a plastic Indian and a cupboard for his birthday and finds himself involved in adventure when the Indian comes to life and befriends him.,"Adventure, Family, Fantasy","cupboard, games, puppet, parallel world, toy comes to life",1995,5.9,136.0,/l16BtfILyWxYwSqzofL3V1rMSwe.jpg,Frank Oz
17182,Eye for an Eye,"It's fire and brimstone time as grieving mother Karen McCann takes justice into her own hands when a kangaroo court in Los Angeles fails to convict Robert Doob, the monster who raped and murdered her 17-year-old daughter.","Drama, Thriller","rape, gun, self-defense, grieving parents",1996,5.8,65.0,/y2lZSdJ1o0VvLegTw3ad6KFtxra.jpg,John Schlesinger
2054,Mr. Holland's Opus,"In 1965, passionate musician Glenn Holland takes a day job as a high school music teacher, convinced it's just a small obstacle on the road to his true calling: writing a historic opus. As the decades roll by with the composition unwritten but generations of students inspired through his teaching, Holland must redefine his life's purpose.","Music, Drama, Family","composer, mentor, deaf-mute, musical, apprentice, private life, music, disabled",1995,6.9,115.0,/jYEKdpVvRV3KdyHMUVYyg0KTVSY.jpg,Stephen Herek
10607,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,"When Ashtray (Shawn Wayans) moves to South Central L.A. to live with his father (who appears to be the same age he is) and grandmother (who likes to talk tough and smoke reefer), he falls in with his gang-banging cousin Loc Dog (Marlon Wayans), who along with the requisite pistols and Uzi carries a thermo-nuclear warhead for self-defense. Will Ashtray be able to keep living the straight life?",Comedy,"date, slang, hip-hop, cousin, parody, hood, gang, social satire, racism, gangster",1996,6.2,192.0,/l6D9f9WbxdI4tyCmJGs56y8tQla.jpg,Paris Barclay
19760,Two If by Sea,"Frank O'Brien, a petty thief, and his 7-year-long girlfriend Roz want to put an end to their unsteady lifestyle and just do that last job, which involves stealing a valuable painting. Frank takes Roz to an island on the coast of New England, where he wants to sell the painting and also hopes that their sagging relationship will get a positive push back up. Not everything goes as planned.","Comedy, Romance","island, painting, thief, seasickness",1996,4.5,14.0,/e0iwJJiLjk8Z6A9TuL3neX504H3.jpg,Bill Bennett
9536,Bio-Dome,"Bud and Doyle are two losers who are doing nothing with their lives. Both of their girlfriends are actively involved in saving the environment, but the two friends couldn't care less about saving the Earth. One day, when a group of scientists begin a mission to live inside a ""Bio-Dome"" for a year without outside contact, Bud and Doyle mistakenly become part of the project themselves.",Comedy,"biotope, vegetarian, pollution",1996,4.4,110.0,/1bAUaipv3gDU1pATGwziyq1VTwZ.jpg,Jason Bloom
11525,Lawnmower Man 2: Beyond Cyberspace,"Jobe is resuscitated by Jonathan Walker. He wants Jobe to create a special computer chip that would connect all the computers in the world into one network, which Walker would control and use. But what Walker doesn't realize is a group of teenage hackers are on to him and out to stop his plan.","Action, Science Fiction","hacker, virtual reality, computer, sword fight",1996,2.8,32.0,/i0hBsWBLw64XRehFzCL44PaCs1y.jpg,Farhad Mann
40628,Two Bits,"It's a hot summer day in 1933 in South Philly, where 12-year old Gennaro lives with his widowed mom and his ailing grandpa, who sits outside holding tight to his last quarter, which he's promised to Gennaro and which Gennaro would like to have to buy a ticket to the plush new movie theater. But grandpa's not ready to pass on the quarter or pass on to his final reward: he has some unfinished business with a woman from his past, and he enlists Gennaro to act as his emissary.","Drama, Family",,1995,5.4,11.0,/k4jOFtt7NqEtLnoI2Rs3BqKNHtI.jpg,James Foley
4482,French Twist,"After learning of her husband's infidelities, a housewife invites an itinerant lesbian to move in with them. None of their lives will ever be the same again.","Comedy, Romance","love triangle, southern france, estate agent, menage a trois, van, woman director",1995,6.0,43.0,/dDB8mMKRL28gHsRcGPoMQYrzaXg.jpg,Josiane Balasko
10634,Friday,"Craig and Smokey are two guys in Los Angeles hanging out on their porch on a Friday afternoon, smoking and drinking, looking for something to do.",Comedy,"rap music, parent child relationship, rapper, job",1995,7.0,513.0,/kkoGT4bnK5oGiNbzGGcXzrXMSxn.jpg,F. Gary Gray
